Gold,Silver,Platinum,Palladium
1282.3,14.985,889.0,1366.0
1283.8,14.88,882.0,1363.0
1270.95,14.675,857.0,1358.0
1278.55,14.655,855.0,1359.0
1281.2,14.83,871.0,1332.0
1285.2,14.93,868.0,1322.0
1286.1,14.82,851.0,1274.0
1287.1,14.795,857.0,1312.0
1295.6,14.66,860.0,1329.0
1298.4,14.755,857.0,1330.0
1299.1,14.815,846.0,1311.0
1291.7,14.795,842.0,1335.0
1280.8,14.48,823.0,1316.0
1276.85,14.415,812.0,1317.0
1271.15,14.43,811.0,1329.0
1273.8,14.435,805.0,1307.0
1283.65,14.48,798.0,1311.0
1282.5,14.55,800.0,1329.0
1278.3,14.48,804.0,1342.0
1281.65,14.375,796.0,1344.0
1280.95,14.4,791.0,1345.0
1295.55,14.48,791.0,1370.0
1317.1,14.705,800.0,1340.0
1324.25,14.72,816.0,1347.0
1335.05,14.84,827.0,1346.0
1335.5,14.955,802.0,1341.0
1340.65,14.91,804.0,1356.0
1328.6,14.745,803.0,1357.0
1324.3,14.695,809.0,1398.0
1332.35,14.79,812.0,1403.0
1335.9,14.795,809.0,1438.0
1351.25,15.025,806.0,1447.0
1341.3,14.78,795.0,1452.0
1341.35,14.895,801.0,1491.0
1344.05,14.945,803.0,1505.0
1379.5,15.33,815.0,1522.0
1397.15,15.29,803.0,1500.0
1405.7,15.37,812.0,1518.0
1431.4,15.4,812.0,1525.0
1403.95,15.255,806.0,1536.0
1402.5,15.25,811.0,1531.0
1409.0,15.22,818.0,1524.0
1390.1,15.26,843.0,1552.0
1391.05,15.17,830.0,1550.0
1413.5,15.31,833.0,1557.0
1414.9,15.28,836.0,1557.0
1388.65,15.21,825.0,1574.0
1400.1,15.07,811.0,1567.0
1391.55,15.025,809.0,1555.0
1408.3,15.095,823.0,1580.0
1413.75,15.265,825.0,1577.0
1407.6,15.14,818.0,1554.0
1412.4,15.32,843.0,1564.0
1409.85,15.395,844.0,1552.0
1410.35,15.61,837.0,1540.0
1417.45,16.03,844.0,1518.0
1439.7,16.315,854.0,1534.0
1427.75,16.385,849.0,1498.0
1425.55,16.43,853.0,1523.0
1426.95,16.535,869.0,1527.0
1416.1,16.535,873.0,1528.0
1420.4,16.44,865.0,1531.0
1419.05,16.39,869.0,1526.0
1425.9,16.455,877.0,1547.0
1427.55,16.475,873.0,1533.0
1406.8,16.005,844.0,1451.0
1441.75,16.195,841.0,1389.0
1465.25,16.485,856.0,1438.0
1465.25,16.385,852.0,1444.0
1506.05,16.82,851.0,1407.0
1495.75,17.02,850.0,1420.0
1497.7,17.0,863.0,1432.0
1504.7,16.955,857.0,1429.0
1498.4,17.445,857.0,1423.0
1513.25,17.115,851.0,1434.0
1515.65,17.29,837.0,1443.0
1515.25,17.16,833.0,1458.0
1496.6,16.925,845.0,1460.0
1504.55,17.02,847.0,1493.0
1503.25,17.11,853.0,1491.0
1502.05,16.96,855.0,1478.0
1503.8,17.05,851.0,1460.0
1532.95,17.725,861.0,1484.0
1537.15,18.365,876.0,1463.0
1540.2,18.48,923.0,1483.0
1528.4,18.385,939.0,1542.0
1525.95,18.35,928.0,1523.0
1537.85,18.475,941.0,1525.0
1546.1,19.305,977.0,1560.0
1529.1,19.22,976.0,1567.0
1523.7,18.145,947.0,1541.0
1509.2,18.17,959.0,1562.0
1498.25,17.99,939.0,1565.0
1490.65,18.165,940.0,1584.0
1515.2,18.19,948.0,1600.0
1503.1,18.145,956.0,1600.0
1497.2,17.835,947.0,1603.0
1502.1,17.84,938.0,1595.0
1503.5,17.85,939.0,1594.0
1500.7,17.755,935.0,1608.0
1501.9,17.88,940.0,1646.0
1522.1,18.38,956.0,1651.0
1520.65,18.56,954.0,1664.0
1528.75,18.57,945.0,1628.0
1506.4,17.97,932.0,1663.0
1489.9,17.52,925.0,1670.0
1485.3,17.255,900.0,1674.0
1473.45,17.11,881.0,1660.0
1492.6,17.26,879.0,1676.0
1517.1,17.6,893.0,1670.0
1499.15,17.605,873.0,1661.0
1501.25,17.425,885.0,1662.0
1505.85,17.555,887.0,1642.0
1507.25,17.78,883.0,1687.0
1494.8,17.75,891.0,1694.0
1479.15,17.6,888.0,1700.0
1490.6,17.605,898.0,1697.0
1487.8,17.67,891.0,1741.0
1485.1,17.255,888.0,1763.0
1492.65,17.45,886.0,1762.0
1490.0,17.435,886.0,1763.0
1491.65,17.725,895.0,1771.0
1485.35,17.625,887.0,1754.0
1494.45,17.535,896.0,1753.0
1496.55,17.53,927.0,1764.0
1513.45,18.125,931.0,1778.0
1492.4,18.055,921.0,1790.0
1486.75,17.66,918.0,1780.0
1492.1,17.955,917.0,1788.0
1510.95,18.055,936.0,1794.0
1508.8,18.12,935.0,1801.0
1509.45,18.185,947.0,1797.0
1488.95,18.045,925.0,1774.0
1486.05,17.54,930.0,1798.0
1484.25,17.53,929.0,1804.0
1464.15,16.81,888.0,1768.0
1458.7,16.88,881.0,1706.0
1452.05,16.735,869.0,1698.0
1462.9,16.95,867.0,1706.0
1466.65,17.035,872.0,1722.0
1466.9,16.87,883.0,1725.0
1467.65,16.795,887.0,1716.0
1468.45,17.125,902.0,1758.0
1471.7,17.115,914.0,1767.0
1467.05,17.09,919.0,1764.0
1464.45,17.175,901.0,1765.0
1458.4,16.87,892.0,1794.0
1454.65,16.935,900.0,1792.0
1454.35,17.055,901.0,1803.0
1454.65,16.945,890.0,1833.0
1460.15,16.965,894.0,1832.0
1461.15,16.875,897.0,1858.0
1477.3,17.01,899.0,1849.0
1475.1,17.13,908.0,1860.0
1475.95,16.87,889.0,1850.0
1459.65,16.94,898.0,1872.0
1461.7,16.62,898.0,1891.0
1464.95,16.675,918.0,1897.0
1466.8,16.66,926.0,1912.0
1467.8,16.865,944.0,1937.0
1466.6,16.935,933.0,1971.0
1477.9,17.02,932.0,1964.0
1475.8,17.06,928.0,1950.0
1474.05,16.995,926.0,1936.0
1476.7,16.94,933.0,1929.0
1479.0,17.035,936.0,1930.0
1482.1,17.375,916.0,1853.0
0.0,17.585,0.0,0.0
1511.5,17.825,946.0,1901.0
1514.75,17.825,952.0,1905.0
0.0,18.045,0.0,0.0
1527.1,17.925,987.0,1946.0
1548.75,18.21,983.0,1977.0
1573.1,18.44,983.0,2016.0
1567.85,18.145,961.0,2030.0
1571.95,18.42,972.0,2103.0
1550.75,17.91,958.0,2119.0
1553.6,17.915,969.0,2110.0
1549.9,17.985,977.0,2134.0
1545.1,17.77,972.0,2152.0
1549.0,17.85,1013.0,2231.0
1554.55,18.01,1017.0,2323.0
1557.6,18.06,1016.0,2465.0
1560.15,18.055,1016.0,2533.0
1551.3,17.985,994.0,2420.0
1556.9,17.77,1003.0,2425.0
1562.9,17.6,1001.0,2410.0
1564.3,17.83,1013.0,2455.0
1580.1,18.295,988.0,2330.0
1574.0,17.975,982.0,2261.0
1573.45,17.47,984.0,2279.0
1578.25,17.725,974.0,2279.0
1584.2,17.885,959.0,2295.0
1574.75,17.77,966.0,2300.0
1558.35,17.73,964.0,2400.0
1553.3,17.62,974.0,2439.0
1563.3,17.765,977.0,2416.0
1572.65,17.77,971.0,2298.0
1573.2,17.785,967.0,2366.0
1570.5,17.705,964.0,2334.0
1563.7,17.56,962.0,2343.0
1575.05,17.64,965.0,2412.0
1581.4,17.705,972.0,2458.0
1580.8,17.8,967.0,2492.0
1589.85,17.885,980.0,2540.0
1604.2,18.345,1005.0,2781.0
1619.0,18.385,986.0,2708.0
1643.3,18.56,976.0,2690.0
1671.65,18.775,964.0,2663.0
1650.3,18.33,960.0,2670.0
1634.9,18.075,919.0,2710.0
1652.0,18.05,912.0,2755.0
1609.85,17.185,871.0,2719.0
1599.65,16.915,857.0,2523.0
1615.5,16.81,862.0,2470.0
1641.85,17.25,877.0,2443.0
1659.6,17.2,866.0,2482.0
1683.65,17.48,895.0,2571.0
1672.5,16.885,870.0,2489.0
1655.7,17.07,869.0,2435.0
1653.75,17.02,879.0,2379.0
1570.7,16.525,809.0,2040.0
1562.8,15.77,782.0,1744.0
1487.7,12.965,677.0,1557.0
1536.2,12.44,651.0,1602.0
1498.2,12.42,631.0,1598.0
1474.25,12.005,593.0,1709.0
1494.4,12.63,614.0,1635.0
1525.4,12.51,623.0,1650.0
1605.75,13.625,684.0,1955.0
1605.45,13.965,722.0,2045.0
1634.8,14.415,742.0,2267.0
1617.3,14.315,742.0,2253.0
1618.3,14.055,726.0,2242.0
1608.95,13.93,727.0,2307.0
1576.55,14.015,714.0,2236.0
1616.8,14.175,727.0,2123.0
1613.1,14.39,714.0,2140.0
1648.3,14.555,733.0,2110.0
1649.25,15.075,741.0,2175.0
1647.8,15.065,741.0,2180.0
1680.65,15.175,735.0,2166.0
1741.9,15.51,761.0,2189.0
1718.65,15.57,778.0,2152.0
1729.5,15.5,790.0,2139.0
1692.55,15.16,780.0,2154.0
1686.2,15.15,779.0,2150.0
1682.05,14.97,715.0,1850.0
1710.55,14.91,764.0,1955.0
1736.25,15.305,765.0,1990.0
1715.9,15.315,763.0,2005.0
1714.95,15.205,764.0,1943.0
1691.55,15.145,775.0,1888.0
1703.35,15.165,780.0,1932.0
1702.75,15.335,767.0,1986.0
1686.25,14.845,765.0,1934.0
1709.1,14.93,765.0,1895.0
1699.55,14.75,761.0,1770.0
1691.5,15.075,745.0,1785.0
1704.05,14.98,758.0,1810.0
1702.75,15.445,757.0,1830.0
1702.4,15.485,767.0,1835.0
1708.4,15.56,768.0,1830.0
1731.6,15.53,758.0,1785.0
1735.35,16.25,768.0,1840.0
1734.7,17.35,814.0,2000.0
1737.95,17.12,823.0,2033.0
1748.3,17.47,844.0,2083.0
1724.9,17.205,851.0,2078.0
1733.55,17.0,835.0,1915.0
1720.25,17.3,832.0,1939.0
1694.6,17.19,818.0,1936.0
1717.35,17.34,821.0,1920.0
1728.7,17.59,825.0,1920.0
1730.6,18.16,831.0,1925.0
1742.15,18.27,845.0,1968.0
1705.35,17.86,826.0,1955.0
1700.05,17.75,834.0,1915.0
1683.45,17.58,823.0,1925.0
1690.35,17.63,838.0,1995.0
1713.5,17.63,833.0,1960.0
1722.05,17.715,838.0,1970.0
1738.25,17.875,820.0,1915.0
1733.5,17.625,822.0,1935.0
1710.45,17.085,796.0,1900.0
1719.85,17.41,823.0,1952.0
1724.35,17.47,819.0,1903.0
1719.5,17.615,814.0,1919.0
1734.75,17.525,820.0,1888.0
1761.85,17.86,820.0,1894.0
1768.9,17.81,822.0,1930.0
1766.05,17.855,811.0,1910.0
1756.55,17.53,797.0,1836.0
1747.6,17.83,799.0,1847.0
1771.6,17.905,812.0,1905.0
1768.1,17.845,814.0,1905.0
1771.05,18.22,823.0,1920.0
1777.45,17.925,813.0,1905.0
1772.9,18.02,808.0,1905.0
1787.9,18.255,827.0,1925.0
1789.55,18.02,830.0,1920.0
1811.1,18.485,844.0,1940.0
1812.1,18.835,856.0,1970.0
1803.1,18.77,835.0,1944.0
1807.5,19.095,845.0,1991.0
1801.9,18.895,823.0,1978.0
1804.6,19.33,833.0,1957.0
1807.7,19.245,822.0,1992.0
1807.35,19.16,824.0,2023.0
1815.65,19.44,845.0,2040.0
1842.55,20.555,873.0,2160.0
1852.4,22.245,892.0,2142.0
1878.3,22.86,906.0,2126.0
1902.1,22.475,925.0,2185.0
1936.65,24.375,928.0,2304.0
1940.9,23.545,943.0,2267.0
1950.9,24.335,940.0,2215.0
1957.65,23.16,890.0,2055.0
1964.9,24.07,905.0,2065.0
1958.55,24.23,909.0,2120.0
1977.9,24.33,911.0,2101.0
2048.15,26.945,965.0,2178.0
2067.15,27.885,976.0,2222.0
2031.15,28.33,979.0,2150.0
2044.5,28.27,986.0,2220.0
1939.65,28.28,944.0,2113.0
1931.9,25.81,940.0,2162.0
1944.25,26.25,948.0,2190.0
1944.75,26.705,952.0,2146.0
1972.85,26.915,950.0,2202.0
2008.75,28.325,957.0,2195.0
1981.0,27.44,946.0,2165.0
1927.15,26.915,916.0,2163.0
1924.35,26.85,900.0,2190.0
1943.95,26.885,930.0,2195.0
1911.15,26.495,930.0,2163.0
1932.95,26.395,916.0,2176.0
1923.85,27.245,930.0,2168.0
1957.35,27.35,930.0,2176.0
1972.35,28.885,956.0,2317.0
1947.05,27.705,920.0,2261.0
1940.45,26.9,898.0,2353.0
1926.3,26.815,903.0,2290.0
1928.45,26.83,898.0,2310.0
1910.95,26.675,901.0,2300.0
1947.2,26.535,916.0,2270.0
1966.25,27.105,930.0,2311.0
1947.4,26.875,929.0,2301.0
1958.7,26.885,947.0,2339.0
1949.35,27.545,975.0,2343.0
1961.8,27.38,971.0,2407.0
1936.25,26.745,940.0,2343.0
1950.85,27.06,939.0,2321.0
1909.35,26.36,907.0,2316.0
1906.0,24.3,878.0,2282.0
1873.4,23.595,852.0,2245.0
1861.75,22.22,831.0,2212.0
1859.7,22.63,841.0,2204.0
1864.3,22.89,862.0,2257.0
1883.95,23.835,880.0,2275.0
1886.9,23.725,884.0,2335.0
1902.0,23.62,898.0,2334.0
1903.05,23.865,891.0,2312.0
1909.6,23.915,888.0,2354.0
1913.4,24.3,878.0,2370.0
1884.5,23.53,868.0,2358.0
1887.45,23.96,871.0,2400.0
1923.25,24.315,892.0,2450.0
1925.5,25.06,885.0,2437.0
1891.3,24.935,869.0,2330.0
1910.05,24.175,873.0,2358.0
1891.9,23.935,846.0,2331.0
1905.05,24.36,870.0,2331.0
1905.6,24.84,868.0,2342.0
1898.4,24.63,868.0,2352.0
1924.15,25.02,894.0,2405.0
1900.95,24.915,870.0,2362.0
1903.65,24.76,917.0,2394.0
1898.45,24.28,878.0,2364.0
1905.7,24.435,880.0,2351.0
1869.95,23.925,862.0,2225.0
1870.3,23.015,860.0,2206.0
1881.85,23.625,852.0,2228.0
1889.9,23.975,855.0,2203.0
1908.3,24.17,875.0,2301.0
1900.15,23.975,873.0,2296.0
1938.45,24.57,897.0,2404.0
1940.8,25.78,911.0,2450.0
1867.3,25.105,866.0,2475.0
1878.7,24.195,870.0,2465.0
1860.95,24.21,866.0,2357.0
1874.85,24.215,875.0,2348.0
1890.9,24.245,897.0,2332.0
1885.6,24.265,909.0,2340.0
1889.05,24.63,935.0,2338.0
1876.1,24.315,937.0,2337.0
1857.35,23.98,944.0,2310.0
1875.7,24.165,956.0,2337.0
1840.2,23.905,946.0,2338.0
1799.6,23.155,936.0,2329.0
1810.2,23.41,955.0,2332.0
1807.4,23.36,958.0,2364.0
1779.3,23.135,949.0,2362.0
1762.55,22.15,979.0,2400.0
1810.75,23.535,990.0,2427.0
1822.6,23.98,1010.0,2402.0
1832.35,24.17,1023.0,2398.0
1843.0,24.225,1060.0,2350.0
1859.95,23.75,1023.0,2336.0
1868.15,24.475,1024.0,2318.0
1841.75,24.085,1023.0,2318.0
1844.35,23.885,1038.0,2362.0
1842.0,23.815,1009.0,2332.0
1831.15,23.855,1027.0,2314.0
1850.65,24.215,1027.0,2350.0
1851.95,25.13,1031.0,2323.0
1890.75,25.74,1045.0,2325.0
1879.75,25.815,1038.0,2331.0
1880.0,26.155,989.0,2318.0
1877.1,25.77,1019.0,2355.0
1875.0,25.315,1009.0,2330.0
0.0,25.78,0.0,0.0
1874.3,26.15,1039.0,2325.0
1887.6,26.305,1068.0,2342.0
0.0,26.485,0.0,0.0
1943.2,27.27,1118.0,2454.0
1940.35,27.51,1081.0,2423.0
1931.95,27.525,1087.0,2400.0
1920.1,27.13,1103.0,2415.0
1862.9,26.645,1112.0,2435.0
1847.25,25.02,1016.0,2359.0
1841.25,25.525,1049.0,2376.0
1858.85,25.335,1083.0,2386.0
1841.75,25.25,1108.0,2394.0
1839.0,25.245,1085.0,2423.0
1833.05,24.865,1076.0,2377.0
1834.7,25.295,1091.0,2370.0
1856.6,25.295,1106.0,2377.0
1862.1,25.865,1129.0,2394.0
1852.7,25.32,1093.0,2355.0
1856.85,25.635,1109.0,2347.0
1856.6,25.4,1105.0,2324.0
1843.0,25.185,1068.0,2312.0
1853.7,25.205,1090.0,2314.0
1863.8,27.415,1110.0,2327.0
1862.95,29.585,1118.0,2266.0
1833.1,27.325,1102.0,2258.0
1835.45,26.8,1103.0,2260.0
1785.9,26.4,1084.0,2258.0
1802.95,26.53,1121.0,2338.0
1835.25,27.18,1161.0,2346.0
1839.6,27.635,1184.0,2323.0
1842.65,27.23,1239.0,2378.0
1840.1,27.125,1236.0,2353.0
1816.35,27.07,1221.0,2355.0
1817.3,27.57,1288.0,2392.0
1794.25,27.575,1265.0,2362.0
1780.7,27.115,1239.0,2373.0
1773.15,27.165,1266.0,2370.0
1786.2,26.95,1294.0,2363.0
1807.45,27.445,1268.0,2395.0
1799.65,27.965,1251.0,2363.0
1788.0,27.745,1242.0,2339.0
1779.65,27.925,1248.0,2465.0
1742.85,26.685,1204.0,2362.0
1734.15,26.89,1208.0,2358.0
1723.85,26.26,1188.0,2354.0
1711.4,26.585,1184.0,2347.0
1712.1,25.955,1162.0,2362.0
1696.25,25.355,1123.0,2348.0
1687.05,25.155,1138.0,2332.0
1716.9,25.755,1166.0,2303.0
1716.2,25.645,1177.0,2296.0
1724.25,26.25,1208.0,2355.0
1704.8,25.475,1186.0,2358.0
1723.65,26.1,1213.0,2390.0
1735.0,26.08,1209.0,2496.0
1729.65,25.85,1194.0,2488.0
1725.9,26.13,1216.0,2678.0
1735.2,26.175,1173.0,2615.0
1736.15,25.74,1183.0,2642.0
1726.2,25.62,1186.0,2643.0
1730.5,25.195,1175.0,2630.0
1737.3,24.67,1174.0,2648.0
1731.8,25.055,1161.0,2638.0
1705.95,24.83,1191.0,2572.0
1683.95,24.34,1166.0,2568.0
1691.05,24.0,1182.0,2625.0
1726.05,24.315,1199.0,2640.0
1744.65,25.04,1221.0,2664.0
1738.05,24.985,1241.0,2632.0
1755.5,25.33,1223.0,2650.0
1741.2,25.225,1203.0,2644.0
1732.85,25.16,1181.0,2657.0
1747.95,24.95,1167.0,2702.0
1735.55,25.33,1180.0,2689.0
1757.2,25.585,1189.0,2738.0
1774.45,26.14,1199.0,2765.0
1774.5,26.105,1222.0,2806.0
1777.85,25.88,1185.0,2778.0
1798.2,25.91,1191.0,2790.0
1787.75,26.3,1214.0,2879.0
1781.8,26.125,1244.0,2910.0
1773.35,26.11,1230.0,2913.0
1784.15,26.285,1243.0,2924.0
1772.2,25.87,1215.0,2930.0
1762.65,26.285,1216.0,2965.0
1767.65,25.875,1218.0,2981.0
1797.75,26.825,1248.0,3000.0
1782.25,26.295,1221.0,2979.0
1813.15,26.725,1232.0,2913.0
1836.55,27.375,1244.0,2858.0
1840.45,27.735,1267.0,2985.0
1829.1,27.48,1225.0,2921.0
1830.7,27.41,1241.0,2938.0
1821.8,26.82,1204.0,2840.0
1838.1,27.23,1226.0,2861.0
1853.7,27.61,1227.0,2886.0
1866.75,28.475,1221.0,2910.0
1888.45,27.675,1197.0,2888.0
1878.3,27.74,1199.0,2857.0
1875.9,27.8,1198.0,2832.0
1880.15,27.645,1174.0,2771.0
1887.0,27.555,1186.0,2739.0
1899.75,28.12,1201.0,2762.0
1891.45,27.655,1185.0,2780.0
1899.95,27.63,1170.0,2817.0
1899.35,28.21,1185.0,2826.0
1902.75,27.745,1190.0,2857.0
1866.55,27.755,1170.0,2809.0
1890.6,27.365,1160.0,2840.0
1888.4,27.58,1172.0,2835.0
1893.15,27.715,1166.0,2798.0
1894.6,27.58,1159.0,2809.0
1888.65,27.66,1142.0,2766.0
1881.05,28.14,1153.0,2787.0
1865.6,27.73,1154.0,2752.0
1865.1,27.625,1155.0,2750.0
1860.75,27.71,1148.0,2799.0
1778.7,26.595,1094.0,2689.0
1773.1,26.385,1070.0,2551.0
1775.05,25.955,1040.0,2523.0
1775.05,25.97,1057.0,2577.0
1791.6,25.945,1090.0,2590.0
1784.85,25.99,1090.0,2634.0
1786.65,26.13,1101.0,2636.0
1780.3,26.09,1103.0,2659.0
1755.45,25.955,1070.0,2673.0
1763.15,25.765,1059.0,2707.0
1781.5,26.26,1086.0,2788.0
1786.15,26.17,1091.0,2779.0
1791.35,26.545,1099.0,2813.0
1809.85,26.61,1106.0,2869.0
1804.65,26.385,1094.0,2833.0
1807.7,26.105,1072.0,2784.0
1806.0,26.01,1090.0,2800.0
1792.4,25.925,1105.0,2815.0
1813.85,26.105,1105.0,2840.0
1823.2,26.17,1132.0,2838.0
1823.75,26.205,1130.0,2770.0
1824.3,26.105,1134.0,2706.0
1814.9,25.325,1084.0,2606.0
1823.05,25.095,1071.0,2593.0
1802.15,25.105,1067.0,2653.0
1799.45,25.07,1078.0,2671.0
1799.6,25.165,1075.0,2728.0
1800.2,25.365,1065.0,2690.0
1800.35,25.115,1065.0,2635.0
1796.6,24.795,1048.0,2606.0
1829.3,25.45,1074.0,2665.0
1825.75,25.49,1044.0,2658.0
1811.45,25.405,1061.0,2681.0
1812.65,25.46,1052.0,2681.0
1829.1,25.67,1055.0,2664.0
1800.75,25.45,1013.0,2642.0
1762.9,24.975,997.0,2661.0
1738.85,23.84,979.0,2620.0
1723.35,23.39,985.0,2616.0
1743.6,23.415,1008.0,2650.0
1747.4,23.415,1016.0,2637.0
1773.85,23.385,1025.0,2646.0
1786.35,23.54,1017.0,2634.0
1789.45,23.9,1018.0,2567.0
1783.45,23.67,1002.0,2508.0
1782.05,23.34,972.0,2355.0
1779.05,23.205,976.0,2296.0
1802.0,23.43,1009.0,2339.0
1808.45,23.76,1006.0,2456.0
1788.7,23.755,1000.0,2481.0
1786.6,23.675,991.0,2392.0
1798.5,23.61,991.0,2421.0
1814.85,24.045,1001.0,2492.0
1811.8,23.92,1012.0,2470.0
1812.55,24.165,1000.0,2414.0
1823.7,24.055,1006.0,2407.0
1821.6,24.705,1017.0,2394.0
1802.15,24.245,1011.0,2387.0
1786.0,24.315,997.0,2347.0
1788.25,24.145,984.0,2239.0
1794.6,24.025,977.0,2199.0
1793.9,23.58,958.0,2150.0
1792.75,23.6,951.0,1980.0
1796.95,23.835,941.0,1994.0
1747.95,23.47,937.0,2030.0
1755.95,23.01,953.0,2023.0
1757.75,22.395,931.0,1953.0
1774.45,22.555,936.0,1901.0
1773.4,22.735,988.0,1985.0
1750.0,22.74,983.0,1963.0
1746.8,22.66,969.0,1943.0
1755.3,22.555,986.0,1949.0
1733.75,22.2,987.0,1944.0
1737.15,22.325,967.0,1897.0
1742.8,21.525,963.0,1899.0
1757.05,22.095,972.0,1911.0
1754.55,22.31,950.0,1918.0
1753.2,22.485,956.0,1898.0
1759.7,22.295,965.0,1871.0
1762.1,22.69,979.0,1884.0
1773.25,22.55,1029.0,2044.0
1757.65,22.52,1029.0,2120.0
1767.75,22.64,1009.0,2050.0
1785.7,22.885,1009.0,2051.0
1798.7,23.34,1033.0,2160.0
1772.65,23.24,1049.0,2121.0
1767.85,23.22,1039.0,1986.0
1779.55,23.73,1047.0,2093.0
1778.0,23.955,1043.0,2058.0
1779.3,24.23,1043.0,2026.0
1808.25,24.31,1062.0,2015.0
1805.25,24.375,1046.0,2032.0
1785.55,24.315,1050.0,2012.0
1795.25,23.955,1023.0,1963.0
1803.5,24.075,1017.0,2001.0
1769.15,24.01,1009.0,1972.0
1793.8,23.865,1061.0,2055.0
1790.45,23.865,1049.0,2023.0
1763.45,23.58,1021.0,1984.0
1796.15,23.73,1042.0,2028.0
1801.85,23.82,1028.0,2028.0
1822.35,24.28,1055.0,2035.0
1827.3,24.375,1060.0,2069.0
1859.4,24.175,1084.0,2038.0
1857.9,24.98,1088.0,2072.0
1860.55,24.955,1075.0,2059.0
1859.9,25.21,1088.0,2135.0
1859.2,25.27,1094.0,2143.0
1864.9,25.04,1065.0,2166.0
1860.3,24.97,1066.0,2171.0
1861.1,24.785,1036.0,2079.0
1816.05,24.69,1031.0,2041.0
1789.15,23.815,986.0,1935.0
1782.05,23.495,978.0,1870.0
1788.15,23.69,988.0,1856.0
1800.8,23.63,978.0,1798.0
1785.95,23.235,970.0,1797.0
1804.4,22.865,944.0,1767.0
1789.25,22.86,947.0,1751.0
1765.0,22.395,938.0,1722.0
1767.55,22.35,940.0,1812.0
1778.65,22.34,932.0,1786.0
1781.35,22.435,946.0,1866.0
1783.8,22.425,947.0,1848.0
1776.15,22.25,946.0,1817.0
1779.75,21.895,945.0,1770.0
1787.8,22.22,935.0,1762.0
1776.9,22.17,911.0,1622.0
1768.65,21.805,911.0,1576.0
1795.7,22.175,930.0,1671.0
1807.7,22.645,935.0,1779.0
1796.3,22.295,926.0,1739.0
1793.75,22.745,939.0,1828.0
1792.8,22.66,949.0,1834.0
1805.2,22.815,971.0,1890.0
0.0,22.665,0.0,0.0
1794.25,22.835,962.0,1953.0
1805.85,22.765,959.0,1973.0
0.0,23.085,0.0,0.0
1811.4,22.89,975.0,1893.0
1826.25,23.055,987.0,1902.0
1789.35,22.245,967.0,1854.0
1792.6,22.24,960.0,1904.0
1794.2,22.455,931.0,1897.0
1806.8,22.59,947.0,1918.0
1821.4,22.745,982.0,1927.0
1820.35,23.245,976.0,1901.0
1822.95,23.1,979.0,1870.0
1817.85,23.015,975.0,1895.0
1817.25,22.915,982.0,1906.0
1826.95,23.775,1014.0,1976.0
1845.35,24.225,1055.0,2039.0
1837.6,24.32,1046.0,2112.0
1831.6,24.065,1017.0,2147.0
1847.3,23.665,1019.0,2175.0
1835.95,23.86,1052.0,2307.0
1806.75,23.17,1021.0,2279.0
1788.15,22.5,1003.0,2328.0
1795.25,22.495,1022.0,2445.0
1799.85,22.88,1043.0,2385.0
1803.65,22.78,1037.0,2402.0
1792.7,22.36,1026.0,2377.0
1804.7,22.505,1016.0,2287.0
1813.55,22.86,1015.0,2230.0
1822.6,22.86,1029.0,2261.0
1827.8,23.25,1030.0,2267.0
1835.35,23.355,1027.0,2292.0
1831.15,22.895,1023.0,2224.0
1866.15,23.69,1039.0,2290.0
1848.55,23.285,1015.0,2252.0
1862.6,23.5,1043.0,2280.0
1893.45,23.585,1079.0,2372.0
1893.6,23.77,1091.0,2360.0
1894.45,23.735,1078.0,2374.0
1900.1,24.01,1087.0,2417.0
1904.7,24.105,1091.0,2423.0
1936.3,25.315,1101.0,2680.0
1884.8,24.21,1055.0,2320.0
1909.85,24.35,1063.0,2509.0
1922.0,24.64,1064.0,2691.0
1928.5,25.075,1062.0,2595.0
1929.6,25.31,1085.0,2764.0
1945.3,25.15,1092.0,2965.0
1980.95,25.74,1127.0,3015.0
2039.05,26.12,1151.0,3000.0
1988.9,26.175,1107.0,2970.0
1996.6,25.945,1088.0,2930.0
1978.7,25.655,1057.0,2766.0
1954.05,25.375,1039.0,2374.0
1913.65,24.635,1006.0,2417.0
1913.2,24.945,1014.0,2440.0
1949.65,25.34,1024.0,2478.0
1935.8,25.235,1034.0,2535.0
1935.05,25.035,1037.0,2547.0
1915.25,25.085,1020.0,2504.0
1931.75,25.015,1025.0,2526.0
1965.2,25.315,1020.0,2511.0
1953.8,25.62,1011.0,2498.0
1937.05,24.905,993.0,2253.0
1910.0,24.64,964.0,2111.0
1933.85,24.755,992.0,2255.0
1942.15,24.815,983.0,2259.0
1929.4,24.69,995.0,2323.0
1930.3,24.665,985.0,2297.0
1944.05,24.675,981.0,2294.0
1930.15,24.265,963.0,2240.0
1932.4,24.38,957.0,2258.0
1941.4,24.625,972.0,2442.0
1951.55,25.05,984.0,2495.0
1960.85,25.005,967.0,2350.0
1976.75,25.64,980.0,2386.0
1963.25,25.655,977.0,2381.0
1964.0,25.915,1011.0,2358.0
1949.55,25.2,985.0,2405.0
1943.7,24.645,978.0,2432.0
1941.55,24.345,940.0,2405.0
1895.0,23.515,917.0,2115.0
1904.6,23.77,915.0,2186.0
1885.8,23.635,930.0,2254.0
1888.5,23.16,915.0,2249.0
1911.3,23.445,932.0,2312.0
1869.7,22.63,962.0,2230.0
1863.65,22.595,972.0,2227.0
